97407 84573,97386 20071,01/09/16 13:26,1281
(044)25144377,78993 89387,01/09/16 13:26,2392
87146 31956,(080)68104927,01/09/16 13:30,374
92411 96415,93435 21961,01/09/16 13:30,341
94487 29969,97419 41164,01/09/16 13:33,501
(080)35121497,90351 35947,01/09/16 13:37,115
(04344)322628,90355 10919,01/09/16 13:40,1005
(080)43685310,95263 76972,01/09/16 13:40,9
81524 55552,(0821)2135265,01/09/16 13:41,486
90197 24124,99612 41256,01/09/16 13:46,100
(0824)6366719,94497 77615,01/09/16 13:57,1061
81519 62015,93430 54160,01/09/16 14:08,2443
97416 18084,(044)27641880,01/09/16 14:14,3598
97385 29751,(022)30044349,01/09/16 14:16,807
95266 42732,(080)45291968,01/09/16 14:22,726
90366 69257,90082 61126,01/09/16 14:23,2497
94005 20878,(080)49328664,01/09/16 14:23,150
94486 40312,(044)48154960,01/09/16 14:29,494
97391 99665,90368 72970,01/09/16 14:41,2306
98446 78140,(080)35538852,01/09/16 14:52,490
(080)43215621,(080)47459867,01/09/16 14:56,695
98454 07778,93412 66159,01/09/16 14:56,759
90359 79636,70121 27677,01/09/16 15:09,28
77956 90632,(0821)3537229,01/09/16 15:09,733
93428 11808,96565 52272,01/09/16 15:24,2826
90194 00845,(040)26738737,01/09/16 15:34,3401
(080)23802940,98445 71741,01/09/16 15:46,1040
(022)30044349,97385 29751,01/09/16 15:50,185
74066 31484,98454 90038,01/09/16 16:00,96
78298 91466,97380 60551,01/09/16 16:11,390
99003 88572,(080)46304537,01/09/16 16:17,3348
1409994233,(080)64436158,01/09/16 16:21,33
90196 73585,(044)49868415,01/09/16 16:37,115
97424 22395,90357 25284,01/09/16 16:43,180
78138 56841,93416 07259,01/09/16 16:59,2098
99007 06998,(0821)3602212,01/09/16 17:14,504
98448 87878,90366 36573,01/09/16 17:15,519
(080)45547058,84319 52539,01/09/16 17:15,974
92421 09526,(080)69150162,01/09/16 17:16,575
93427 56500,98447 12671,01/09/16 17:21,3063
98444 63396,(022)46574732,01/09/16 17:22,1325
(0824)6366719,94497 77615,01/09/16 17:31,251
84312 48999,94485 80091,01/09/16 17:39,3007
97380 86781,(080)30270642,01/09/16 17:39,1346
98440 65896,(080)47459867,01/09/16 17:39,2287
95269 20533,97449 50000,01/09/16 17:42,2111
(0471)2953539,(022)44927512,01/09/16 17:49,950
(080)64765396,98448 88411,01/09/16 17:55,941
77956 90632,92411 96415,01/09/16 17:57,1983
97447 92655,87149 75762,01/09/16 18:14,222
84319 52539,(080)45547058,01/09/16 18:16,659
90192 87313,(080)33251027,01/09/16 18:18,9
90359 52497,(0824)2145844,01/09/16 18:19,418
90359 91512,94492 23068,01/09/16 18:20,2826
(080)23802940,98445 71741,01/09/16 18:27,2554
(04344)211113,(080)46772413,01/09/16 18:27,692
98454 90038,74066 31484,01/09/16 18:33,688
78290 99865,89071 31755,01/09/16 18:40,782
(040)36649724,97426 64618,01/09/16 19:00,16
98440 68457,95264 40233,01/09/16 19:02,2566
93427 56500,(044)24037112,01/09/16 19:03,2543
(0471)6537077,78136 54214,01/09/16 19:09,212
93412 66159,94499 20763,01/09/16 19:10,1192
(080)34932254,81513 36123,01/09/16 19:14,643
(080)60068611,99001 95783,01/09/16 19:24,579
97404 30456,(040)25325254,01/09/16 19:37,441
(080)68104927,87146 31956,01/09/16 19:50,134
97386 20071,(040)66729318,01/09/16 19:54,1864
94480 64700,(080)32828889,01/09/16 20:06,158
99007 06998,(0821)3602212,01/09/16 20:17,1654
97429 02055,(044)41581342,01/09/16 20:25,161
78134 03625,(044)69775060,01/09/16 20:26,464
(022)34715405,74298 18325,01/09/16 20:30,128
95267 70383,(080)34121098,01/09/16 20:39,926
90366 36573,97425 12708,01/09/16 20:42,2202
81513 30231,(080)30231886,01/09/16 20:43,239
78130 00821,98453 94494,01/09/16 20:48,9
(080)43685310,92415 66985,01/09/16 20:52,619
(080)43562014,(040)34008657,01/09/16 21:03,887
(080)46566171,(080)40395498,01/09/16 21:13,938
81510 47188,90355 10919,01/09/16 21:16,158
92414 22596,(080)32647101,01/09/16 21:20,569
90082 61126,90366 69257,01/09/16 21:23,391
(022)30044349,97385 29751,01/09/16 21:23,492
97427 87999,(04344)322628,01/09/16 21:27,393
78295 65598,84313 45689,01/09/16 21:37,1748
98444 95768,90194 08626,01/09/16 21:40,278
(0821)6141380,(080)22816760,01/09/16 21:47,575
97425 79921,(0471)2953539,01/09/16 21:48,146
93412 66159,98454 07778,01/09/16 21:49,710
(0471)2953539,(022)44927512,01/09/16 21:59,2049
97403 09983,97406 06245,01/09/16 22:03,1025
(022)34715405,97448 02140,01/09/16 22:08,1061
(022)34715405,97448 02140,01/09/16 22:15,57
98444 95768,99003 47921,01/09/16 22:19,9
(080)20227149,(080)39991213,01/09/16 22:19,942
90352 50054,97389 12538,01/09/16 22:26,54
99001 95783,98459 20681,01/09/16 22:30,194
(080)60068611,99001 95783,01/09/16 22:30,148
(080)45687418,93414 19669,01/09/16 22:52,2119
97419 90520,(08214175)358,01/09/16 22:54,213
90366 69257,90082 61126,01/09/16 23:09,65
94485 80091,84312 48999,01/09/16 23:12,224
(080)65275591,98442 73671,01/09/16 23:23,39
97427 87999,(04344)322628,01/09/16 23:37,698
(080)32390650,(080)43562014,01/09/16 23:41,1058
93428 98469,(080)66044294,01/09/16 23:50,161
98444 72482,98446 78140,02/09/16 6:02,621
99617 25274,(040)66729318,02/09/16 6:04,135
(080)44050207,97416 18084,02/09/16 6:08,635
90199 67471,94482 22716,02/09/16 6:11,2644
78293 91304,98448 86633,02/09/16 6:15,79
98454 90038,74066 31484,02/09/16 6:18,610
90194 08626,(080)68104927,02/09/16 6:32,250
98440 02823,81515 42171,02/09/16 6:36,203
90361 52679,94486 40312,02/09/16 6:39,73
(022)34715405,74298 18325,02/09/16 6:45,734
97385 70012,97424 53609,02/09/16 6:50,2822
95266 42732,(080)45291968,02/09/16 6:56,2329
93412 26084,(022)47410783,02/09/16 7:01,708
93426 76415,(080)20123809,02/09/16 7:04,2161
78136 42599,97399 92703,02/09/16 7:09,63
94001 07403,90368 72970,02/09/16 7:16,1141
94495 34273,(080)39991213,02/09/16 7:29,165
(080)69245029,(044)49481100,02/09/16 8:07,103
94489 72078,92415 91418,02/09/16 8:27,184
(0471)2953539,97425 79921,02/09/16 8:30,50
78293 91304,98448 86633,02/09/16 8:30,1736
(080)43215621,(080)47459867,02/09/16 8:32,637
(022)34715405,97448 02140,02/09/16 8:40,3225
90192 87313,(080)33251027,02/09/16 8:48,1200
(04344)615310,93430 54160,02/09/16 9:00,187
92424 51984,78299 99223,02/09/16 9:09,906
81525 12041,90356 11723,02/09/16 9:38,1134
93427 40118,(080)33118033,02/09/16 9:39,170
98447 62998,(080)46304537,02/09/16 10:00,976
81519 62015,93430 54160,02/09/16 10:01,42
90359 99240,94491 55790,02/09/16 10:04,285
90352 50054,96566 40412,02/09/16 10:05,9
90355 10919,(04344)322628,02/09/16 10:07,680
98442 73671,(080)69245029,02/09/16 10:10,742
94487 29969,97419 41164,02/09/16 10:21,98
93427 40118,(080)33118033,02/09/16 10:27,108
97390 23922,99004 86250,02/09/16 10:28,3963
95262 44233,99004 86250,02/09/16 10:35,1934
(080)46772413,(04344)211113,02/09/16 10:39,2615
1408371942,93412 66159,02/09/16 10:45,677
97399 92703,97421 07528,02/09/16 10:48,3560
87144 42283,98458 13389,02/09/16 10:55,58
87146 58071,97414 97237,02/09/16 10:57,809
97403 49292,98445 33687,02/09/16 11:03,82
90365 06212,81513 30231,02/09/16 11:30,202
78295 48262,(080)46221576,02/09/16 11:32,398
84319 52539,(080)45547058,02/09/16 11:42,1651
(0821)3774599,94499 20763,02/09/16 11:48,64
78293 38561,(080)21129907,02/09/16 11:54,2016
(080)47999451,74064 33807,02/09/16 12:00,169
(040)26738737,90194 00845,02/09/16 12:01,395
98445 71741,(080)23802940,02/09/16 12:03,158
(022)28952819,(080)25863765,02/09/16 12:10,1039
94489 82688,(033)25441815,02/09/16 12:13,145
97424 22395,90357 25284,02/09/16 12:21,151
(080)22816760,90088 09624,02/09/16 12:25,181
(080)20123809,93426 76415,02/09/16 12:28,3055
94480 64700,90088 09624,02/09/16 12:29,189
74064 66270,(080)47999451,02/09/16 12:37,2981
(04344)649705,94005 20878,02/09/16 12:37,3579
90198 03659,74065 10917,02/09/16 12:38,2721
81522 26166,97414 62784,02/09/16 12:41,673
(022)30044349,97385 29751,02/09/16 12:54,106
94489 72078,92415 91418,02/09/16 13:01,557
97414 62784,98449 60656,02/09/16 13:10,180
94480 64700,90088 09624,02/09/16 13:22,655
(080)60062475,83013 85044,02/09/16 13:25,433
(080)62164823,74066 93594,02/09/16 13:32,235
1400481538,(022)29303640,02/09/16 13:32,24
97380 60551,90365 51029,02/09/16 13:32,646
93418 82576,94489 95536,02/09/16 13:38,2328
93427 56500,98447 12671,02/09/16 13:49,89
78133 71458,70127 59322,02/09/16 13:55,1040
(0471)2953539,(022)44927512,02/09/16 14:04,31
(080)30270642,97380 86781,02/09/16 14:08,515
(040)26738737,(080)21652896,02/09/16 14:13,995
98445 27876,(080)32390650,02/09/16 14:18,174
78290 99865,89071 31755,02/09/16 14:20,1809
99009 32475,78138 56841,02/09/16 14:31,734
93412 66159,98454 07778,02/09/16 14:35,133
(080)26097534,(080)39755879,02/09/16 14:38,317
(080)21652896,(040)26738737,02/09/16 14:57,77
92414 22596,(044)30727085,02/09/16 15:02,851
90197 24124,99612 41256,02/09/16 15:04,128
(08214175)358,97419 90520,02/09/16 15:16,1909
98440 02823,81515 42171,02/09/16 15:20,318
90355 94399,98452 19037,02/09/16 15:25,711
(04344)228249,(080)43901222,02/09/16 15:28,2001
92423 51078,(080)25863765,02/09/16 15:31,2255
1407539117,(040)20512985,02/09/16 15:39,13
94497 44333,90087 42537,02/09/16 15:42,70
(04344)615310,(080)69104549,02/09/16 15:46,621
98442 73671,(080)65275591,02/09/16 15:48,848
(080)43206415,99612 41256,02/09/16 15:50,312
94497 77615,(0824)6366719,02/09/16 15:51,734
93432 65750,(080)20123809,02/09/16 15:51,2327
(044)48154960,89071 32787,02/09/16 15:57,644
98445 85687,90197 38885,02/09/16 16:13,138
90198 03659,74065 10917,02/09/16 16:15,1426
97385 29751,(022)30044349,02/09/16 16:23,375
78295 60375,83015 22251,02/09/16 16:34,602
90365 06212,(080)45291968,02/09/16 16:36,2833
94492 23068,90359 91512,02/09/16 16:40,393
98445 85687,90197 38885,02/09/16 16:46,2488
(022)40840621,97393 52893,02/09/16 16:53,31
93432 24657,(044)27523585,02/09/16 16:57,176
90355 10919,81510 47188,02/09/16 17:10,9
90194 00845,(040)26738737,02/09/16 17:15,747
(080)43562014,(040)34008657,02/09/16 17:29,1900
(080)23802940,98445 71741,02/09/16 17:31,31
90199 67471,90351 49472,02/09/16 17:56,3061
(022)39006198,97447 92655,02/09/16 17:58,2663
97406 06245,93428 11808,02/09/16 17:59,73
90084 16988,93422 47940,02/09/16 18:10,886
70127 59322,78133 71458,02/09/16 18:10,586
93432 65750,92425 27794,02/09/16 18:10,2118
(022)40840621,97393 52893,02/09/16 18:16,573
97403 09983,97406 06245,02/09/16 18:17,144
(04344)228249,(080)43901222,02/09/16 18:23,249
78138 93826,96569 95359,02/09/16 18:36,923
(022)68535788,(080)65023950,02/09/16 18:38,881
(022)30044349,97385 29751,02/09/16 18:38,699
(080)22759842,(080)43562014,02/09/16 18:39,855
90355 94399,97391 99665,02/09/16 18:45,543
97429 02055,(044)41581342,02/09/16 18:54,1126
78295 60375,83015 22251,02/09/16 19:11,830
(080)62164823,(022)22288051,02/09/16 19:13,630
90365 51029,97380 60551,02/09/16 19:27,348
(022)44927512,(0471)2953539,02/09/16 19:35,102
(0821)6141380,78139 24512,02/09/16 19:37,2581
83015 22251,(011)21017178,02/09/16 19:44,563
(080)68104927,90194 08626,02/09/16 19:51,1026
(022)38214945,(080)25863765,02/09/16 19:54,227
(080)47459867,(080)61123756,02/09/16 19:59,767
81525 12041,90356 11723,02/09/16 20:05,190
(080)46702492,(080)44046839,02/09/16 20:18,165
97386 20071,94499 20763,02/09/16 20:19,630
95263 76972,84319 39746,02/09/16 20:26,3038
(080)21129907,78293 38561,02/09/16 20:30,3864
(080)46772413,(04344)211113,02/09/16 20:44,864
98457 75681,(022)38214945,02/09/16 20:45,235
(080)62164823,(022)22288051,02/09/16 20:46,141
92423 51078,78134 03625,02/09/16 20:49,203
94495 34273,(080)39991213,02/09/16 20:50,1270
97424 22395,90357 25284,02/09/16 21:01,1615
98454 07778,97421 07528,02/09/16 21:01,525
(080)48462898,90199 67471,02/09/16 21:08,1005
(022)34715405,74298 18325,02/09/16 21:15,81
81510 47188,(080)41095396,02/09/16 21:46,85
(080)62164823,(022)22288051,02/09/16 21:50,1733
98458 13389,87144 42283,02/09/16 21:53,440
(080)35986130,93432 65750,02/09/16 21:55,147
78138 93826,90359 99240,02/09/16 21:55,183
(080)43685310,92415 66985,02/09/16 22:11,35
(022)38214945,98457 75681,02/09/16 22:17,2389
(022)38214945,98457 75681,02/09/16 22:24,1287
99009 32475,78138 56841,02/09/16 22:25,1014
97429 02055,81510 47188,02/09/16 22:26,9
90355 94399,98452 19037,02/09/16 22:32,59
(080)45687418,93414 19669,02/09/16 22:37,471
95263 76972,84319 39746,02/09/16 22:37,72
(022)66911540,93426 88474,02/09/16 22:53,3329
98446 66723,83019 53227,02/09/16 22:54,2803
93415 21881,(0821)4753474,02/09/16 22:57,2170
90197 69887,99610 89720,02/09/16 23:14,129
(080)46304537,98447 62998,02/09/16 23:15,944
97406 93118,(040)69695864,02/09/16 23:34,194
77956 90632,(0821)3537229,02/09/16 23:39,828
90193 20957,97420 86635,02/09/16 23:47,717
97429 02055,(044)41581342,02/09/16 23:56,726
(04344)615310,(080)69104549,02/09/16 23:57,1174
92423 51078,(080)25863765,03/09/16 6:01,3519
98447 12671,(022)62120910,03/09/16 6:02,2128
97406 74488,90358 98099,03/09/16 6:17,58
87146 31956,97384 69866,03/09/16 6:17,432
(080)60463379,93412 40385,03/09/16 6:31,2251
(080)20383942,81517 73746,03/09/16 6:41,2348
89078 69605,77950 18278,03/09/16 6:47,754
78293 91304,98448 86633,03/09/16 6:58,131
94489 72078,92415 91418,03/09/16 7:02,23
(04344)322628,90355 10919,03/09/16 7:07,269
74066 93594,(080)62164823,03/09/16 7:16,130
98440 68457,95264 40233,03/09/16 7:31,253
98445 27876,(080)32390650,03/09/16 7:32,263
87146 31956,97384 69866,03/09/16 7:39,1629
93412 26084,(022)47410783,03/09/16 7:41,3332
78136 54214,(0471)6537077,03/09/16 7:41,504
(0471)2953539,(022)44927512,03/09/16 7:51,44
81522 26166,97414 62784,03/09/16 7:51,223
90355 10919,(04344)322628,03/09/16 7:54,3381
90351 35947,(080)35121497,03/09/16 7:59,176
99003 47921,98444 95768,03/09/16 8:01,3444
(080)44076727,97415 99182,03/09/16 8:10,561
(080)43562014,(080)32390650,03/09/16 8:14,65
(080)60068611,99001 95783,03/09/16 8:15,3928
99610 89720,90197 69887,03/09/16 8:25,2268
(0471)2953539,(022)44927512,03/09/16 8:30,1253
(022)47410783,93412 26084,03/09/16 8:44,166
97380 60551,90365 51029,03/09/16 9:03,673
90355 94399,98452 19037,03/09/16 9:03,153
(080)35986130,78130 36804,03/09/16 9:04,1458
(080)47459867,98440 65896,03/09/16 9:11,9
78293 38561,(080)21129907,03/09/16 9:16,1105
99001 95783,(080)60068611,03/09/16 9:21,2149
(022)21884607,90083 59148,03/09/16 9:25,329
90192 87313,78139 24512,03/09/16 9:27,908
(0821)3537229,77956 90632,03/09/16 9:29,236
89078 69605,77950 18278,03/09/16 9:33,102
96566 40412,90352 50054,03/09/16 9:37,154
95267 70383,(080)34121098,03/09/16 9:52,185
93428 98469,(080)66044294,03/09/16 10:08,130
90356 11723,81525 12041,03/09/16 10:17,113
(04344)322628,90355 10919,03/09/16 10:51,1135
(080)46304537,98447 62998,03/09/16 10:51,76
(080)32390650,98445 27876,03/09/16 11:00,126
81517 73746,94497 77615,03/09/16 11:04,633
99003 88572,(080)46304537,03/09/16 11:10,198
98446 66723,83019 53227,03/09/16 11:14,2198
(080)69609453,(080)25863765,03/09/16 11:20,2389
98446 78140,98444 72482,03/09/16 11:28,898
(080)35121497,90087 42537,03/09/16 11:32,269
97391 99665,90368 72970,03/09/16 11:34,143
97403 88244,(022)46574732,03/09/16 11:38,1961
99007 06998,84314 00609,03/09/16 11:43,1911
90194 00845,97416 17124,03/09/16 11:43,264
97380 60551,78298 91466,03/09/16 11:45,3141
89071 32787,(044)48154960,03/09/16 12:00,9
(022)65548497,(080)49899148,03/09/16 12:01,676
(022)38214945,(080)25863765,03/09/16 12:01,3929
(080)61123756,(080)47459867,03/09/16 12:03,20
(080)48462898,90199 67471,03/09/16 12:07,2793
1409668775,(044)49868415,03/09/16 12:19,299
90088 09624,94480 64700,03/09/16 12:25,925
70121 27677,90359 79636,03/09/16 12:29,3536
(040)26738737,90194 00845,03/09/16 12:41,404
98447 62998,(080)46304537,03/09/16 13:10,1211
94489 72078,92415 91418,03/09/16 13:17,766
(080)62164823,(022)22288051,03/09/16 13:23,197
74298 85702,(0471)4255177,03/09/16 13:25,1882
97385 70012,94497 44333,03/09/16 13:30,9
(080)46304537,98447 62998,03/09/16 13:32,199
87146 31956,97384 69866,03/09/16 13:34,246
1409994233,(0471)2062514,03/09/16 13:35,952
78298 91466,(022)28952819,03/09/16 13:46,176
97389 12538,90352 50054,03/09/16 13:54,67
90359 52497,97390 23922,03/09/16 13:56,975
(080)35986130,(080)44389098,03/09/16 14:06,280
90197 69887,99610 89720,03/09/16 14:07,2246
97399 92703,78136 42599,03/09/16 14:09,9
(080)45291968,95266 42732,03/09/16 14:15,201
97424 22395,90357 25284,03/09/16 14:16,947
(080)34121098,81513 36123,03/09/16 14:27,9
(080)62164823,(080)32255824,03/09/16 14:33,80
(080)41203315,(080)61419142,03/09/16 14:34,681
(044)30727085,92414 22596,03/09/16 14:48,209
78136 54214,(0471)6537077,03/09/16 15:00,122
(080)20227149,(080)64047472,03/09/16 15:10,202
97402 57057,(080)45547058,03/09/16 15:21,171
(04344)649705,94005 20878,03/09/16 15:24,65
94485 80091,84312 48999,03/09/16 15:41,1035
(080)43562014,(040)34008657,03/09/16 15:43,1130
(022)44927512,(0471)2953539,03/09/16 15:51,547
90193 16567,(04344)649705,03/09/16 15:58,885
(022)44927512,(0471)2953539,03/09/16 15:59,89
97410 27512,(080)41712046,03/09/16 16:15,9
90365 51029,94499 38099,03/09/16 16:30,1002
(080)48462898,90199 67471,03/09/16 16:35,87
90082 61126,90366 69257,03/09/16 16:53,25
(044)45838604,(0821)4816394,03/09/16 16:53,9
99001 95783,89076 36757,03/09/16 16:53,67
97390 23922,90359 52497,03/09/16 16:58,143
(022)47410783,93412 26084,03/09/16 17:00,95
(022)68535788,(080)65023950,03/09/16 17:06,219
78298 91466,(022)28952819,03/09/16 17:24,657
94002 85593,(080)65023950,03/09/16 17:25,161
1409994233,(080)32255824,03/09/16 17:27,54
(04344)322628,97427 87999,03/09/16 17:38,177
97425 92186,94482 95223,03/09/16 17:48,144
94001 62063,(080)33251027,03/09/16 17:52,28
92424 51984,(04344)617351,03/09/16 18:03,1655
95269 20533,97449 50000,03/09/16 18:10,9
97403 09983,90198 03659,03/09/16 18:20,2369
(044)45416964,92425 27794,03/09/16 18:25,1560
(040)69695864,97406 93118,03/09/16 18:33,167
92415 91418,(080)48462898,03/09/16 18:56,966
1408672243,(044)41581342,03/09/16 19:04,13
93412 66159,98454 07778,03/09/16 19:09,699
97399 92703,97421 07528,03/09/16 19:10,24
90359 91512,94492 23068,03/09/16 19:20,823
78298 91466,97380 60551,03/09/16 19:21,153
97385 70012,97424 53609,03/09/16 19:28,538
90365 06212,(080)45291968,03/09/16 19:40,62
(080)62164823,(080)32255824,03/09/16 19:40,1381
(080)43562014,(080)22759842,03/09/16 19:43,9
97415 99182,(080)44076727,03/09/16 19:48,564
(080)32255824,(080)62164823,03/09/16 19:51,60
(080)45547058,84319 52539,03/09/16 19:53,292
97427 87999,(04344)322628,03/09/16 20:07,138
(080)68739140,98440 65896,03/09/16 20:10,2322
92415 66985,(080)43685310,03/09/16 20:10,222
(080)43562014,(080)22759842,03/09/16 20:16,3363
78299 99223,92424 51984,03/09/16 20:18,9
(080)37913009,90355 49499,03/09/16 20:20,594
99001 95783,98459 20681,03/09/16 20:23,2235
(080)32638303,98458 94162,03/09/16 20:52,885
(080)46304537,84313 80377,03/09/16 20:52,815
(0471)2953539,(022)44927512,03/09/16 20:53,3271
97385 29751,(022)30044349,03/09/16 20:57,2521
(080)35121497,90351 35947,03/09/16 21:03,738
(080)60062475,81524 55552,03/09/16 21:07,226
(080)43215621,(080)47459867,03/09/16 21:24,93
98453 46196,(04344)228249,03/09/16 21:28,811
(080)39755879,(080)26097534,03/09/16 21:36,2445
(080)33251027,94001 62063,03/09/16 21:47,272
(040)66729318,97386 20071,03/09/16 21:51,1055
78295 48262,70121 27677,03/09/16 21:59,206
(080)32390650,98445 27876,03/09/16 22:08,3376
(0471)2225098,97406 06245,03/09/16 22:09,9
84313 80377,(080)46304537,03/09/16 22:19,3056
(080)49328664,94005 20878,03/09/16 22:35,3543
81522 26166,97414 62784,03/09/16 22:44,3200
97418 46131,(080)33277651,03/09/16 22:49,91
93432 65750,(080)20123809,03/09/16 22:54,1138
97406 06245,(0471)2225098,03/09/16 22:55,515
96566 40412,90352 50054,03/09/16 23:02,1073
81513 36123,(080)34121098,03/09/16 23:03,1087
92424 51984,78299 99223,03/09/16 23:07,2534
90192 30758,(080)64431120,03/09/16 23:13,1406
74066 31484,98454 90038,03/09/16 23:18,80
99007 06998,(0821)3602212,03/09/16 23:18,609
(080)47459867,98440 65896,03/09/16 23:40,406
74066 31484,98454 90038,04/09/16 6:01,3089
97446 95253,97428 35959,04/09/16 6:12,153
99617 25274,(040)66729318,04/09/16 6:15,729
97429 02055,(044)41581342,04/09/16 6:17,355
93427 56500,98447 12671,04/09/16 6:25,32
(080)64047472,(080)20227149,04/09/16 6:27,493
(022)68535788,(080)65023950,04/09/16 6:30,9
(0821)3537229,77956 90632,04/09/16 6:37,60
78295 48262,(080)46221576,04/09/16 6:37,196
98440 68457,95264 40233,04/09/16 6:51,33
83019 53227,98446 66723,04/09/16 6:58,443
(080)68104927,87146 31956,04/09/16 7:11,2082
90365 51029,97380 60551,04/09/16 7:16,39
97380 86781,(080)30270642,04/09/16 7:23,205
(080)31982490,93434 31551,04/09/16 7:29,2732
(080)30231886,81513 30231,04/09/16 7:29,3135
(04546)388977,89071 50880,04/09/16 7:34,526
(080)32638303,98458 94162,04/09/16 7:41,1147
(080)68104927,87146 31956,04/09/16 7:45,2672
(040)26738737,(080)21652896,04/09/16 7:48,535
74066 93594,(080)62164823,04/09/16 7:49,801
81524 55552,97380 60551,04/09/16 7:59,713
(080)37913009,90355 49499,04/09/16 8:08,2886
93432 24657,(044)27523585,04/09/16 8:09,120
94489 82688,(033)25441815,04/09/16 8:12,573
98441 32533,70129 62374,04/09/16 8:15,622
(080)67426410,(080)31863188,04/09/16 8:22,1677
98454 07778,93412 66159,04/09/16 8:26,365
(080)46772413,(04344)211113,04/09/16 8:43,413
90088 09624,93434 31551,04/09/16 8:45,1116
90087 42537,(080)35121497,04/09/16 8:49,92
(080)22759842,(04546)267875,04/09/16 9:01,162
(080)64819785,74066 93594,04/09/16 9:02,248
97385 29751,(022)30044349,04/09/16 9:07,68
92423 51078,78134 03625,04/09/16 9:31,3036
98444 95768,99003 47921,04/09/16 9:38,283
92415 91418,(080)48462898,04/09/16 9:41,251
(040)66729318,97386 20071,04/09/16 9:42,95
99610 89720,90197 69887,04/09/16 9:43,1382
(080)62963633,98443 99204,04/09/16 9:53,950
98446 66723,97422 22278,04/09/16 9:53,665
